replicate,sampled_years,threshold
1143,2019|2022|2022|2025|2024|2018|2018|2025|2017,z<-1.5
1144,2022|2022|2018|2021|2018|2018|2019|2018|2019,z<-1.5
1145,2025|2025|2025|2023|2021|2018|2018|2019|2021,z<-1.5
1146,2022|2023|2017|2024|2020|2019|2018|2024|2020,z<-1.5
1147,2019|2018|2023|2024|2019|2025|2020|2020|2024,z<-1.5
1148,2023|2021|2021|2023|2018|2021|2017|2025|2024,z<-1.5
1149,2024|2019|2023|2019|2018|2025|2017|2024|2022,z<-1.5
1150,2019|2017|2024|2018|2020|2022|2022|2019|2019,z<-1.5
1151,2020|2024|2018|2022|2018|2023|2020|2019|2023,z<-1.5
1152,2025|2025|2018|2025|2017|2023|2023|2019|2024,z<-1.5
1153,2019|2018|2017|2017|2017|2024|2024|2023|2023,z<-1.5
1154,2024|2020|2025|2022|2019|2024|2022|2025|2025,z<-1.5
1155,2019|2018|2019|2020|2020|2019|2018|2025|2024,z<-1.5
1156,2020|2020|2019|2019|2021|2020|2019|2017|2024,z<-1.5
1157,2017|2017|2025|2018|2022|2021|2025|2020|2021,z<-1.5
1158,2025|2022|2024|2025|2024|2018|2024|2020|2024,z<-1.5
1159,2019|2017|2021|2021|2025|2017|2023|2023|2017,z<-1.5
1160,2024|2018|2021|2017|2017|2018|2021|2017|2019,z<-1.5
1161,2022|2024|2020|2019|2017|2019|2022|2023|2022,z<-1.5
1162,2021|2021|2019|2023|2017|2018|2020|2023|2019,z<-1.5
1163,2022|2018|2023|2018|2020|2024|2017|2023|2025,z<-1.5
1164,2020|2019|2022|2022|2022|2025|2025|2025|2017,z<-1.5
1165,2022|2022|2025|2019|2019|2025|2020|2024|2020,z<-1.5
1166,2019|2024|2023|2025|2019|2022|2018|2018|2020,z<-1.5
1167,2021|2018|2022|2019|2020|2019|2022|2017|2024,z<-1.5
1168,2022|2020|2020|2024|2023|2021|2024|2023|2018,z<-1.5
1169,2021|2019|2020|2020|2023|2018|2018|2023|2024,z<-1.5
1170,2023|2021|2020|2019|2017|2020|2020|2025|2023,z<-1.5
1171,2024|2019|2024|2025|2024|2023|2017|2018|2019,z<-1.5
1172,2019|2024|2025|2020|2017|2021|2018|2018|2020,z<-1.5
1173,2025|2020|2020|2020|2018|2018|2023|2018|2021,z<-1.5
1174,2023|2020|2017|2025|2022|2024|2021|2020|2024,z<-1.5
1175,2025|2024|2025|2021|2019|2020|2022|2023|2023,z<-1.5
1176,2021|2019|2018|2023|2024|2024|2017|2025|2025,z<-1.5
1177,2024|2020|2019|2017|2017|2021|2020|2018|2025,z<-1.5
1178,2020|2021|2020|2025|2024|2018|2020|2024|2017,z<-1.5
1179,2023|2023|2018|2025|2018|2020|2017|2024|2019,z<-1.5
1180,2019|2018|2025|2018|2022|2017|2024|2022|2022,z<-1.5
1181,2021|2018|2025|2025|2022|2022|2019|2019|2017,z<-1.5
1182,2017|2017|2021|2021|2020|2025|2019|2025|2019,z<-1.5
1183,2019|2025|2020|2018|2020|2021|2021|2020|2024,z<-1.5
1184,2018|2023|2018|2020|2020|2020|2017|2022|2024,z<-1.5
1185,2020|2019|2021|2019|2017|2020|2024|2018|2019,z<-1.5
1186,2018|2017|2023|2023|2022|2023|2022|2018|2024,z<-1.5
1187,2017|2017|2019|2022|2023|2020|2023|2017|2018,z<-1.5
1188,2019|2020|2023|2024|2021|2018|2024|2023|2018,z<-1.5
1189,2022|2023|2021|2017|2025|2024|2020|2017|2019,z<-1.5
1190,2024|2019|2021|2022|2021|2023|2024|2020|2024,z<-1.5
1191,2022|2021|2022|2017|2024|2025|2022|2017|2023,z<-1.5
1192,2025|2019|2019|2021|2019|2018|2021|2025|2018,z<-1.5
1193,2025|2024|2021|2019|2025|2018|2018|2018|2023,z<-1.5
1194,2018|2018|2019|2024|2018|2019|2024|2023|2019,z<-1.5
1195,2025|2024|2021|2018|2022|2024|2024|2025|2018,z<-1.5
1196,2023|2023|2022|2020|2020|2023|2018|2021|2025,z<-1.5
1197,2017|2021|2017|2017|2021|2022|2017|2019|2017,z<-1.5
1198,2019|2025|2024|2019|2017|2025|2022|2025|2019,z<-1.5
1199,2022|2018|2024|2017|2024|2018|2024|2019|2023,z<-1.5
1200,2018|2018|2022|2022|2021|2023|2021|2025|2024,z<-1.5
1201,2024|2019|2023|2019|2020|2018|2020|2023|2021,z<-1.5
1202,2022|2024|2020|2019|2025|2019|2025|2022|2023,z<-1.5
1203,2018|2017|2024|2017|2025|2021|2024|2018|2025,z<-1.5
1204,2022|2022|2024|2023|2025|2024|2018|2021|2018,z<-1.5
1205,2022|2021|2018|2021|2021|2018|2025|2023|2018,z<-1.5
1206,2023|2019|2017|2025|2020|2024|2022|2020|2024,z<-1.5
1207,2025|2017|2023|2018|2020|2020|2018|2019|2022,z<-1.5
1208,2023|2025|2019|2022|2018|2023|2020|2018|2023,z<-1.5
1209,2022|2019|2022|2023|2024|2025|2018|2017|2023,z<-1.5
1210,2019|2017|2023|2021|2019|2017|2020|2019|2024,z<-1.5
1211,2024|2025|2022|2019|2024|2024|2017|2017|2021,z<-1.5
1212,2019|2021|2019|2017|2025|2021|2017|2022|2025,z<-1.5
1213,2020|2023|2017|2025|2018|2019|2021|2023|2019,z<-1.5
1214,2019|2020|2024|2020|2022|2023|2022|2025|2022,z<-1.5
1215,2023|2017|2025|2019|2022|2025|2019|2023|2025,z<-1.5
1216,2018|2025|2024|2018|2022|2023|2019|2021|2017,z<-1.5
1217,2017|2025|2020|2020|2020|2018|2019|2020|2023,z<-1.5
1218,2022|2021|2020|2024|2021|2024|2017|2025|2020,z<-1.5
1219,2020|2021|2024|2017|2017|2024|2025|2022|2022,z<-1.5
1220,2024|2023|2024|2019|2025|2019|2022|2018|2019,z<-1.5
1221,2018|2024|2024|2022|2017|2024|2018|2017|2023,z<-1.5
1222,2023|2024|2025|2024|2023|2021|2018|2018|2023,z<-1.5
1223,2018|2021|2020|2022|2022|2019|2025|2023|2023,z<-1.5
1224,2019|2021|2021|2025|2019|2023|2020|2020|2024,z<-1.5
1225,2017|2019|2021|2025|2019|2024|2018|2024|2017,z<-1.5
1226,2020|2022|2024|2018|2022|2023|2023|2019|2019,z<-1.5
1227,2024|2022|2024|2021|2023|2020|2022|2024|2024,z<-1.5
1228,2024|2025|2023|2025|2023|2025|2017|2025|2023,z<-1.5
1229,2021|2019|2019|2020|2023|2023|2018|2019|2017,z<-1.5
1230,2019|2024|2023|2018|2024|2022|2017|2019|2020,z<-1.5
1231,2020|2020|2019|2025|2022|2023|2019|2024|2022,z<-1.5
1232,2024|2018|2019|2018|2019|2020|2024|2024|2024,z<-1.5
1233,2022|2022|2019|2019|2018|2018|2025|2025|2021,z<-1.5
1234,2022|2022|2025|2025|2019|2025|2025|2024|2023,z<-1.5
1235,2023|2020|2023|2024|2025|2020|2017|2023|2021,z<-1.5
1236,2019|2018|2021|2019|2024|2017|2021|2025|2021,z<-1.5
1237,2025|2025|2024|2024|2022|2019|2019|2025|2021,z<-1.5
1238,2018|2020|2024|2018|2018|2018|2019|2021|2024,z<-1.5
1239,2017|2019|2022|2025|2024|2019|2019|2025|2018,z<-1.5
1240,2025|2020|2022|2022|2018|2019|2023|2025|2018,z<-1.5
1241,2022|2021|2025|2024|2025|2023|2022|2020|2017,z<-1.5
1242,2025|2023|2025|2020|2024|2021|2022|2025|2019,z<-1.5
1243,2018|2022|2022|2017|2018|2025|2022|2024|2023,z<-1.5
1244,2023|2017|2020|2023|2022|2018|2023|2022|2019,z<-1.5
1245,2021|2025|2021|2019|2018|2018|2022|2023|2019,z<-1.5
1246,2017|2020|2021|2022|2021|2017|2021|2019|2019,z<-1.5
1247,2023|2017|2020|2024|2017|2017|2025|2021|2022,z<-1.5
1248,2021|2017|2024|2019|2017|2022|2017|2023|2023,z<-1.5
1249,2025|2018|2025|2019|2019|2024|2021|2018|2022,z<-1.5
1250,2024|2019|2020|2020|2023|2019|2019|2017|2017,z<-1.5
1251,2018|2018|2020|2017|2021|2023|2025|2023|2024,z<-1.5
1252,2019|2024|2023|2018|2022|2020|2021|2020|2021,z<-1.5
1253,2018|2017|2024|2022|2020|2019|2019|2019|2022,z<-1.5
1254,2023|2017|2022|2022|2022|2018|2024|2022|2019,z<-1.5
1255,2023|2024|2025|2024|2021|2018|2019|2019|2025,z<-1.5
1256,2019|2024|2021|2020|2025|2021|2020|2020|2023,z<-1.5
1257,2018|2023|2021|2024|2021|2024|2024|2019|2017,z<-1.5
1258,2025|2019|2021|2021|2017|2017|2017|2025|2024,z<-1.5
1259,2024|2017|2023|2025|2017|2025|2018|2019|2025,z<-1.5
1260,2021|2021|2024|2021|2024|2021|2018|2021|2023,z<-1.5
1261,2025|2021|2023|2020|2025|2024|2018|2025|2020,z<-1.5
1262,2024|2023|2023|2019|2024|2021|2019|2020|2022,z<-1.5
1263,2025|2021|2025|2020|2018|2021|2020|2021|2024,z<-1.5
1264,2018|2022|2024|2018|2023|2018|2023|2017|2017,z<-1.5
1265,2023|2025|2023|2023|2021|2019|2021|2018|2022,z<-1.5
1266,2022|2020|2020|2022|2023|2022|2023|2018|2023,z<-1.5
1267,2018|2022|2024|2018|2020|2023|2024|2018|2025,z<-1.5
1268,2020|2019|2022|2025|2022|2021|2018|2021|2023,z<-1.5
1269,2024|2017|2023|2020|2020|2023|2022|2023|2021,z<-1.5
1270,2019|2020|2017|2020|2017|2023|2025|2025|2023,z<-1.5
1271,2022|2019|2020|2023|2021|2022|2019|2019|2018,z<-1.5
1272,2020|2017|2020|2024|2021|2025|2022|2023|2020,z<-1.5
1273,2019|2022|2020|2020|2023|2023|2022|2019|2020,z<-1.5
1274,2017|2022|2023|2019|2021|2017|2025|2018|2022,z<-1.5
1275,2022|2017|2024|2017|2025|2020|2018|2020|2022,z<-1.5
1276,2023|2020|2021|2024|2017|2021|2020|2024|2022,z<-1.5
1277,2017|2017|2018|2023|2023|2019|2024|2017|2019,z<-1.5
1278,2022|2022|2020|2025|2018|2022|2025|2018|2023,z<-1.5
1279,2023|2020|2025|2023|2019|2017|2021|2024|2023,z<-1.5
1280,2021|2025|2017|2024|2024|2023|2019|2019|2023,z<-1.5
1281,2017|2018|2025|2022|2023|2025|2017|2023|2017,z<-1.5
1282,2019|2019|2022|2018|2018|2018|2025|2020|2019,z<-1.5
1283,2024|2024|2021|2025|2018|2019|2024|2021|2022,z<-1.5
1284,2021|2023|2025|2024|2023|2017|2021|2024|2025,z<-1.5
1285,2024|2023|2025|2022|2022|2025|2023|2019|2022,z<-1.5
1286,2023|2024|2024|2024|2019|2022|2019|2025|2018,z<-1.5
1287,2017|2018|2019|2019|2019|2021|2021|2017|2017,z<-1.5
1288,2021|2023|2024|2017|2020|2021|2018|2019|2022,z<-1.5
1289,2025|2024|2025|2020|2020|2017|2021|2023|2023,z<-1.5
1290,2022|2024|2023|2023|2021|2017|2025|2021|2019,z<-1.5
1291,2023|2019|2019|2017|2022|2018|2019|2025|2020,z<-1.5
1292,2017|2019|2020|2020|2019|2017|2025|2017|2020,z<-1.5
1293,2020|2020|2020|2017|2023|2023|2021|2021|2017,z<-1.5
1294,2021|2025|2023|2018|2018|2019|2021|2023|2023,z<-1.5
1295,2019|2023|2024|2022|2025|2023|2020|2020|2021,z<-1.5
1296,2019|2018|2022|2017|2017|2022|2024|2020|2020,z<-1.5
1297,2024|2022|2017|2021|2025|2023|2017|2022|2025,z<-1.5
1298,2025|2018|2020|2021|2023|2024|2025|2020|2020,z<-1.5
1299,2025|2022|2018|2018|2024|2023|2025|2023|2021,z<-1.5
1300,2017|2018|2017|2022|2022|2023|2020|2018|2020,z<-1.5
1301,2025|2024|2023|2022|2024|2018|2024|2025|2019,z<-1.5
1302,2025|2017|2021|2020|2025|2024|2025|2022|2025,z<-1.5
1303,2021|2023|2020|2020|2019|2019|2025|2022|2023,z<-1.5
1304,2024|2017|2020|2017|2025|2025|2023|2019|2017,z<-1.5
1305,2020|2022|2023|2019|2017|2020|2025|2022|2021,z<-1.5
1306,2019|2019|2019|2023|2017|2024|2025|2017|2018,z<-1.5
1307,2017|2021|2024|2019|2019|2022|2022|2021|2024,z<-1.5
1308,2023|2023|2025|2021|2020|2022|2022|2017|2022,z<-1.5
1309,2023|2022|2023|2022|2018|2019|2022|2021|2019,z<-1.5
1310,2019|2017|2017|2018|2018|2021|2021|2017|2023,z<-1.5
1311,2022|2023|2021|2023|2021|2021|2025|2025|2025,z<-1.5
1312,2021|2022|2020|2021|2021|2020|2025|2018|2023,z<-1.5
1313,2024|2020|2019|2020|2023|2020|2025|2024|2019,z<-1.5
1314,2019|2020|2025|2022|2017|2020|2019|2023|2020,z<-1.5
1315,2025|2019|2021|2024|2018|2020|2021|2019|2019,z<-1.5
1316,2023|2018|2017|2019|2017|2021|2025|2017|2018,z<-1.5
1317,2018|2020|2025|2018|2022|2021|2025|2019|2020,z<-1.5
1318,2017|2018|2020|2018|2023|2017|2024|2022|2017,z<-1.5
1319,2024|2024|2025|2022|2019|2017|2024|2024|2022,z<-1.5
1320,2018|2017|2022|2024|2018|2017|2017|2021|2019,z<-1.5
1321,2021|2017|2024|2018|2021|2020|2017|2021|2022,z<-1.5
1322,2022|2022|2023|2019|2018|2019|2024|2020|2020,z<-1.5
1323,2023|2020|2022|2018|2018|2020|2024|2025|2018,z<-1.5
1324,2019|2020|2023|2017|2022|2024|2021|2018|2019,z<-1.5
1325,2022|2020|2022|2019|2017|2018|2024|2017|2019,z<-1.5
1326,2024|2017|2017|2020|2024|2018|2023|2023|2022,z<-1.5
1327,2017|2021|2019|2020|2021|2022|2020|2025|2025,z<-1.5
1328,2023|2025|2019|2023|2024|2023|2022|2017|2017,z<-1.5
1329,2021|2017|2019|2018|2020|2020|2021|2020|2018,z<-1.5
1330,2022|2020|2025|2025|2019|2017|2021|2019|2024,z<-1.5
1331,2022|2021|2022|2020|2020|2024|2021|2022|2021,z<-1.5
1332,2024|2018|2023|2025|2025|2018|2021|2020|2022,z<-1.5
1333,2025|2023|2025|2018|2022|2019|2021|2023|2025,z<-1.5
1334,2023|2019|2025|2018|2019|2018|2023|2024|2024,z<-1.5
1335,2023|2017|2025|2021|2018|2019|2019|2021|2017,z<-1.5
1336,2023|2017|2023|2023|2022|2018|2017|2021|2020,z<-1.5
1337,2019|2019|2018|2021|2020|2022|2022|2020|2024,z<-1.5
1338,2025|2019|2023|2025|2017|2018|2021|2017|2022,z<-1.5
1339,2020|2017|2018|2019|2022|2019|2025|2019|2017,z<-1.5
1340,2025|2018|2019|2019|2018|2020|2025|2017|2020,z<-1.5
1341,2025|2019|2023|2021|2017|2020|2021|2024|2020,z<-1.5
1342,2021|2019|2023|2025|2023|2018|2022|2018|2018,z<-1.5
1343,2018|2020|2019|2019|2018|2025|2017|2020|2022,z<-1.5
1344,2025|2022|2020|2022|2024|2020|2024|2019|2024,z<-1.5
1345,2018|2023|2025|2025|2021|2021|2019|2023|2021,z<-1.5
1346,2025|2025|2018|2025|2020|2024|2021|2024|2018,z<-1.5
1347,2023|2020|2020|2023|2020|2023|2022|2017|2024,z<-1.5
1348,2017|2020|2021|2019|2022|2020|2021|2024|2024,z<-1.5
1349,2018|2021|2021|2024|2018|2018|2020|2022|2022,z<-1.5
1350,2021|2021|2019|2025|2022|2020|2020|2024|2020,z<-1.5
1351,2017|2020|2022|2024|2017|2022|2021|2025|2017,z<-1.5
1352,2020|2022|2017|2020|2024|2025|2021|2018|2017,z<-1.5
1353,2020|2025|2023|2018|2025|2020|2022|2018|2020,z<-1.5
1354,2020|2025|2017|2023|2024|2023|2023|2017|2018,z<-1.5
1355,2023|2022|2021|2017|2024|2020|2023|2025|2024,z<-1.5
1356,2021|2024|2019|2018|2018|2025|2017|2017|2024,z<-1.5
1357,2017|2021|2021|2025|2019|2019|2018|2023|2017,z<-1.5
1358,2022|2021|2021|2020|2024|2021|2023|2025|2024,z<-1.5
1359,2019|2024|2021|2021|2025|2017|2024|2018|2017,z<-1.5
1360,2024|2024|2025|2022|2022|2022|2020|2019|2024,z<-1.5
1361,2020|2020|2018|2023|2024|2025|2023|2023|2020,z<-1.5
1362,2024|2023|2023|2022|2018|2024|2020|2018|2021,z<-1.5
1363,2020|2023|2021|2017|2020|2018|2025|2022|2024,z<-1.5
1364,2021|2023|2020|2020|2020|2023|2018|2020|2024,z<-1.5
1365,2018|2023|2023|2022|2017|2022|2019|2025|2018,z<-1.5
1366,2024|2018|2023|2022|2022|2022|2024|2025|2024,z<-1.5
1367,2022|2021|2021|2017|2019|2024|2024|2023|2021,z<-1.5
1368,2020|2019|2022|2018|2019|2021|2020|2022|2017,z<-1.5
1369,2019|2017|2018|2025|2019|2018|2022|2023|2025,z<-1.5
1370,2020|2017|2024|2025|2025|2024|2021|2023|2018,z<-1.5
1371,2024|2025|2017|2023|2018|2020|2018|2022|2017,z<-1.5
1372,2018|2020|2025|2022|2023|2020|2024|2024|2025,z<-1.5
1373,2023|2023|2017|2019|2024|2018|2022|2019|2020,z<-1.5
1374,2025|2025|2023|2017|2023|2017|2025|2025|2017,z<-1.5
1375,2022|2024|2025|2023|2020|2019|2018|2021|2023,z<-1.5
1376,2020|2025|2022|2024|2018|2021|2022|2024|2020,z<-1.5
1377,2021|2017|2022|2022|2020|2023|2020|2018|2018,z<-1.5
1378,2022|2017|2018|2021|2020|2020|2020|2019|2018,z<-1.5
1379,2023|2019|2020|2021|2022|2017|2023|2019|2019,z<-1.5
1380,2023|2025|2024|2025|2017|2019|2017|2024|2017,z<-1.5
1381,2025|2018|2025|2021|2018|2021|2025|2020|2019,z<-1.5
1382,2021|2021|2018|2022|2020|2020|2025|2019|2018,z<-1.5
1383,2019|2022|2025|2025|2024|2021|2017|2018|2025,z<-1.5
1384,2023|2017|2025|2023|2022|2023|2025|2020|2023,z<-1.5
1385,2020|2017|2023|2020|2025|2021|2020|2025|2017,z<-1.5
1386,2025|2018|2021|2017|2022|2024|2023|2017|2024,z<-1.5
1387,2020|2021|2025|2022|2019|2018|2020|2022|2018,z<-1.5
1388,2019|2024|2017|2020|2023|2019|2025|2025|2021,z<-1.5
1389,2021|2020|2024|2025|2025|2022|2017|2022|2017,z<-1.5
1390,2023|2017|2025|2022|2019|2018|2021|2025|2019,z<-1.5
1391,2018|2021|2017|2021|2025|2022|2023|2020|2024,z<-1.5
1392,2024|2021|2019|2021|2025|2017|2024|2017|2020,z<-1.5
1393,2020|2023|2023|2018|2019|2024|2025|2022|2018,z<-1.5
1394,2025|2018|2022|2018|2023|2024|2017|2020|2023,z<-1.5
1395,2017|2018|2023|2023|2020|2017|2023|2022|2018,z<-1.5
1396,2019|2022|2024|2018|2018|2019|2021|2019|2021,z<-1.5
1397,2023|2021|2022|2021|2023|2023|2022|2023|2021,z<-1.5
1398,2023|2024|2020|2017|2017|2022|2025|2024|2022,z<-1.5
1399,2021|2018|2018|2021|2022|2017|2022|2023|2025,z<-1.5
1400,2022|2022|2018|2022|2018|2022|2018|2019|2017,z<-1.5
1401,2020|2021|2022|2017|2022|2025|2024|2020|2018,z<-1.5
1402,2024|2018|2023|2019|2021|2022|2021|2020|2023,z<-1.5
1403,2018|2025|2025|2021|2025|2025|2023|2020|2025,z<-1.5
1404,2019|2017|2019|2019|2019|2017|2022|2023|2017,z<-1.5
1405,2018|2024|2025|2018|2022|2020|2023|2023|2018,z<-1.5
1406,2017|2018|2021|2019|2017|2021|2019|2021|2021,z<-1.5
1407,2021|2021|2025|2018|2022|2017|2020|2021|2023,z<-1.5
1408,2018|2020|2020|2023|2018|2020|2019|2025|2020,z<-1.5
1409,2021|2019|2025|2023|2018|2025|2024|2025|2022,z<-1.5
1410,2017|2021|2024|2018|2024|2021|2019|2020|2024,z<-1.5
1411,2022|2022|2022|2024|2019|2017|2017|2021|2018,z<-1.5
1412,2023|2023|2024|2022|2017|2017|2024|2019|2017,z<-1.5
1413,2023|2023|2023|2022|2018|2025|2020|2023|2021,z<-1.5
1414,2018|2021|2021|2024|2018|2021|2021|2025|2018,z<-1.5
1415,2023|2022|2018|2024|2020|2017|2021|2019|2023,z<-1.5
1416,2022|2024|2022|2019|2021|2023|2020|2023|2017,z<-1.5
1417,2024|2018|2025|2025|2021|2023|2017|2021|2020,z<-1.5
1418,2023|2018|2020|2020|2022|2019|2018|2021|2023,z<-1.5
1419,2018|2024|2017|2018|2023|2024|2018|2017|2024,z<-1.5
1420,2025|2023|2019|2018|2019|2017|2021|2020|2019,z<-1.5
1421,2024|2019|2020|2019|2024|2018|2019|2021|2020,z<-1.5
1422,2023|2025|2018|2023|2020|2019|2020|2022|2024,z<-1.5
1423,2019|2025|2022|2024|2019|2023|2019|2021|2017,z<-1.5
1424,2023|2024|2021|2019|2024|2023|2018|2017|2023,z<-1.5
1425,2025|2025|2024|2024|2023|2023|2018|2020|2020,z<-1.5
1426,2020|2018|2025|2022|2019|2017|2025|2020|2019,z<-1.5
1427,2017|2024|2020|2020|2020|2024|2018|2019|2021,z<-1.5
1428,2022|2021|2024|2018|2020|2025|2018|2025|2025,z<-1.5
1429,2020|2021|2025|2017|2017|2021|2023|2017|2021,z<-1.5
1430,2024|2020|2018|2017|2022|2023|2019|2017|2025,z<-1.5
1431,2018|2024|2021|2017|2024|2021|2023|2020|2018,z<-1.5
1432,2018|2019|2020|2021|2023|2017|2024|2017|2019,z<-1.5
1433,2019|2019|2017|2022|2023|2018|2023|2018|2021,z<-1.5
1434,2017|2022|2017|2024|2018|2018|2019|2024|2018,z<-1.5
1435,2018|2019|2018|2025|2018|2021|2018|2023|2018,z<-1.5
1436,2021|2020|2018|2020|2025|2024|2024|2020|2023,z<-1.5
1437,2017|2019|2022|2023|2025|2022|2022|2019|2021,z<-1.5
1438,2021|2021|2024|2019|2023|2019|2023|2022|2021,z<-1.5
1439,2022|2022|2021|2022|2017|2017|2022|2022|2018,z<-1.5
1440,2020|2018|2020|2023|2025|2019|2023|2021|2023,z<-1.5
1441,2025|2024|2018|2024|2020|2021|2019|2021|2023,z<-1.5
1442,2018|2018|2018|2024|2024|2019|2021|2025|2023,z<-1.5
1443,2022|2023|2018|2020|2023|2021|2025|2021|2025,z<-1.5
1444,2023|2018|2025|2017|2025|2024|2025|2023|2020,z<-1.5
1445,2020|2022|2017|2018|2018|2024|2024|2024|2024,z<-1.5
1446,2017|2019|2025|2018|2024|2018|2021|2024|2023,z<-1.5
1447,2021|2021|2025|2019|2018|2025|2020|2023|2021,z<-1.5
1448,2024|2024|2019|2020|2020|2022|2025|2021|2023,z<-1.5
1449,2020|2017|2024|2025|2022|2023|2025|2024|2022,z<-1.5
1450,2025|2024|2022|2018|2025|2019|2019|2017|2018,z<-1.5
1451,2021|2023|2017|2019|2024|2019|2018|2022|2020,z<-1.5
1452,2017|2022|2018|2020|2020|2022|2019|2020|2024,z<-1.5
1453,2021|2024|2023|2022|2025|2018|2023|2023|2023,z<-1.5
1454,2022|2017|2024|2022|2023|2017|2020|2024|2023,z<-1.5
1455,2019|2019|2018|2023|2020|2017|2019|2024|2018,z<-1.5
1456,2018|2023|2020|2023|2018|2022|2017|2019|2020,z<-1.5
1457,2022|2019|2022|2020|2019|2018|2023|2018|2019,z<-1.5
1458,2019|2024|2018|2024|2017|2017|2019|2024|2020,z<-1.5
1459,2020|2022|2023|2018|2025|2019|2024|2025|2017,z<-1.5
1460,2023|2024|2024|2018|2018|2017|2024|2025|2019,z<-1.5
1461,2025|2024|2025|2024|2019|2025|2022|2025|2024,z<-1.5
1462,2022|2018|2023|2022|2020|2024|2018|2025|2017,z<-1.5
1463,2023|2023|2019|2021|2017|2022|2017|2017|2017,z<-1.5
1464,2017|2017|2022|2019|2020|2018|2022|2019|2020,z<-1.5
1465,2020|2024|2022|2017|2017|2018|2025|2025|2020,z<-1.5
1466,2021|2024|2020|2024|2025|2023|2021|2019|2025,z<-1.5
1467,2019|2018|2025|2023|2017|2023|2022|2018|2017,z<-1.5
1468,2019|2021|2019|2025|2023|2024|2019|2024|2024,z<-1.5
1469,2019|2023|2018|2021|2018|2019|2020|2020|2021,z<-1.5
1470,2022|2018|2023|2022|2020|2020|2017|2023|2018,z<-1.5
1471,2021|2024|2020|2017|2023|2020|2020|2020|2020,z<-1.5
1472,2023|2020|2023|2019|2019|2022|2024|2023|2022,z<-1.5
1473,2017|2024|2021|2021|2021|2019|2023|2024|2023,z<-1.5
1474,2021|2018|2024|2019|2018|2023|2018|2024|2025,z<-1.5
1475,2022|2017|2024|2023|2017|2022|2023|2021|2019,z<-1.5
1476,2024|2023|2025|2024|2020|2023|2021|2017|2024,z<-1.5
1477,2025|2024|2023|2025|2020|2017|2023|2022|2023,z<-1.5
1478,2023|2021|2017|2024|2019|2019|2017|2017|2018,z<-1.5
1479,2020|2020|2024|2024|2025|2017|2024|2024|2023,z<-1.5
1480,2024|2021|2022|2024|2019|2021|2024|2024|2023,z<-1.5
1481,2024|2024|2019|2021|2018|2023|2021|2020|2023,z<-1.5
1482,2023|2017|2022|2025|2024|2025|2021|2021|2019,z<-1.5
1483,2021|2019|2023|2017|2024|2025|2023|2025|2023,z<-1.5
1484,2022|2018|2017|2018|2017|2024|2020|2021|2022,z<-1.5
1485,2024|2022|2021|2021|2017|2021|2023|2018|2021,z<-1.5
1486,2022|2023|2022|2017|2021|2024|2023|2025|2022,z<-1.5
1487,2023|2022|2017|2023|2022|2023|2019|2024|2022,z<-1.5
1488,2022|2023|2017|2018|2022|2019|2017|2017|2018,z<-1.5
1489,2021|2019|2025|2021|2017|2019|2025|2023|2017,z<-1.5
1490,2025|2018|2025|2017|2022|2018|2020|2021|2020,z<-1.5
1491,2020|2023|2023|2017|2025|2024|2018|2024|2020,z<-1.5
1492,2021|2017|2018|2021|2020|2019|2017|2022|2022,z<-1.5
1493,2022|2023|2023|2023|2022|2025|2019|2019|2020,z<-1.5
1494,2023|2018|2018|2023|2017|2020|2019|2022|2021,z<-1.5
1495,2020|2018|2017|2019|2017|2025|2021|2017|2024,z<-1.5
1496,2018|2024|2019|2024|2017|2020|2024|2025|2018,z<-1.5
1497,2017|2021|2021|2019|2017|2023|2017|2018|2021,z<-1.5
1498,2024|2024|2019|2023|2019|2018|2017|2018|2017,z<-1.5
1499,2025|2017|2018|2021|2019|2025|2019|2020|2025,z<-1.5
1500,2022|2024|2023|2018|2021|2019|2024|2023|2018,z<-1.5
1501,2020|2025|2025|2018|2020|2025|2019|2025|2021,z<-1.5
1502,2025|2025|2019|2019|2022|2018|2020|2024|2021,z<-1.5
1503,2023|2019|2018|2025|2023|2023|2021|2025|2017,z<-1.5
1504,2024|2024|2023|2019|2022|2023|2025|2019|2021,z<-1.5
1505,2018|2019|2025|2020|2018|2023|2018|2017|2023,z<-1.5
1506,2024|2019|2022|2024|2019|2021|2018|2020|2020,z<-1.5
1507,2019|2022|2019|2025|2019|2019|2021|2024|2024,z<-1.5
1508,2020|2018|2024|2018|2023|2020|2022|2024|2024,z<-1.5
1509,2020|2024|2018|2024|2017|2025|2018|2017|2019,z<-1.5
1510,2022|2021|2021|2022|2024|2022|2017|2024|2021,z<-1.5
1511,2024|2025|2020|2019|2023|2017|2018|2017|2022,z<-1.5
1512,2023|2019|2022|2017|2021|2023|2022|2021|2017,z<-1.5
1513,2022|2022|2021|2021|2024|2018|2021|2025|2018,z<-1.5
1514,2023|2017|2022|2022|2020|2021|2019|2020|2025,z<-1.5
1515,2017|2025|2021|2019|2018|2019|2017|2019|2020,z<-1.5
1516,2020|2020|2019|2025|2017|2018|2022|2025|2022,z<-1.5
1517,2017|2017|2025|2017|2023|2023|2017|2025|2017,z<-1.5
1518,2023|2023|2017|2021|2020|2023|2017|2019|2024,z<-1.5
1519,2022|2025|2023|2025|2020|2024|2020|2020|2025,z<-1.5
1520,2020|2021|2025|2025|2019|2018|2023|2018|2023,z<-1.5
